cluster_202002,income_msoa,pct_manag_prof,median_age,pct_minority
1,58100.0,40.708,44.558,8.565
3,44778.261,36.703,47.668,2.605
1,28718.182,21.495,36.773,15.064
0,40016.667,22.109,34.249,44.446
2,49372.727,35.063,30.009,66.14
2,51375.0,41.879,38.341,43.606
1,73900.0,52.315,38.349,30.945
3,33200.0,22.083,43.297,1.109
0,47542.857,39.107,51.141,2.419
3,56433.333,49.561,45.766,4.773
2,63127.273,51.876,45.909,29.274
2,51600.0,44.05,43.752,4.791
3,73900.0,52.315,38.349,30.945
2,41700.0,34.299,37.943,18.429
1,26166.667,15.296,36.617,19.673
1,43900.0,36.196,39.343,13.954
2,56375.0,35.043,37.042,53.551
3,36427.273,23.76,39.599,8.175
2,53032.258,38.108,40.735,6.61
3,51508.333,37.887,32.215,23.983
0,39400.0,28.174,46.35,4.444
2,56514.286,28.139,37.872,71.66
2,42440.0,44.845,48.067,8.091
3,40268.182,,,
0,44700.0,27.561,37.425,16.126
2,44400.0,32.703,44.976,8.045
4,48600.0,23.822,34.68,78.24
3,48436.0,39.378,42.97,5.976
2,43600.0,29.78,36.953,23.006
1,47246.667,34.997,43.045,18.408
2,53019.048,42.258,39.467,13.659
0,49414.286,40.564,33.722,45.107
1,34966.667,25.803,44.492,6.37
2,34666.667,21.688,39.439,6.71
3,28481.818,17.077,41.269,2.89
3,41769.231,27.276,40.303,6.065
0,35600.0,25.669,42.802,2.869
0,50900.0,43.106,47.037,8.401
0,39000.0,36.699,39.08,16.442
2,54141.176,38.903,40.52,39.97
3,56665.385,46.55,43.245,5.717
2,38000.0,27.522,51.913,2.177
1,38130.0,24.373,38.721,12.949
2,49852.941,40.949,41.073,8.044
0,33700.0,22.247,34.926,9.337
2,33500.0,15.83,37.442,24.939
3,48072.727,43.019,42.069,23.056
2,56961.905,47.323,39.983,16.831
3,31600.0,20.633,42.907,4.684
2,42700.0,34.493,39.221,4.077
2,47900.0,39.772,43.831,7.878
0,37395.0,27.95,48.333,6.738
3,37100.0,21.228,35.424,50.366
1,37137.5,18.848,26.589,26.457
0,39200.0,38.676,39.118,16.246
3,50825.926,42.712,38.102,3.631
0,33600.0,28.053,52.023,1.774
3,46600.0,19.576,33.556,87.094
2,50219.048,36.955,46.001,10.518
2,60456.522,55.394,46.953,34.115
1,29000.0,13.819,37.839,3.313
3,42200.0,39.741,53.402,3.447
3,37800.0,30.828,47.047,8.069
3,34692.857,26.251,44.75,2.194
0,31600.0,21.117,31.848,45.342
3,25100.0,13.398,37.068,4.965
0,49427.778,40.167,46.709,3.13
0,39571.429,35.704,47.871,3.866
0,45500.0,36.836,47.445,3.42
0,36971.429,22.873,45.141,2.86
0,39936.364,30.073,42.542,4.615
0,45133.333,30.904,38.951,4.272
3,39100.0,32.445,56.835,2.432
1,71270.0,58.744,40.253,24.058
0,34675.0,14.388,37.065,4.574
2,56946.667,48.516,38.451,24.705
3,34400.0,27.364,41.871,2.592
2,42387.5,30.795,37.422,3.323
0,35600.0,25.669,42.802,2.869
1,62011.111,43.266,45.711,12.827
2,51213.333,46.289,43.78,10.828
3,50823.529,36.595,38.968,23.947
2,44612.0,25.743,35.501,35.671
0,36361.538,23.472,37.228,7.308
3,38400.0,30.691,49.57,2.648
3,47590.909,43.957,44.012,13.591
0,33522.222,16.074,36.049,4.9
0,49031.579,40.197,37.555,6.909
0,43162.5,35.713,38.76,2.949
3,41712.5,43.04,33.468,13.729
3,33550.0,21.756,35.712,10.187
3,47597.222,38.274,39.031,11.082
3,31142.857,16.982,34.816,16.891
1,55775.0,38.602,43.836,37.018
2,42916.667,38.087,48.184,2.477
2,36000.0,27.496,40.798,3.021
0,50509.091,45.947,50.409,3.315
2,50942.857,45.615,47.354,4.674
3,62685.714,48.234,49.252,8.601
0,41400.0,26.702,42.831,4.823
0,48800.0,43.853,41.037,9.072
3,40700.0,29.436,51.526,2.749
2,56153.846,44.285,31.889,28.587
3,41953.846,31.244,44.574,8.015
3,33400.0,24.428,39.07,11.226
0,48000.0,48.633,41.418,6.68
0,40880.0,29.17,45.709,3.226
2,48184.615,43.087,47.326,3.049
2,29100.0,12.223,39.159,91.76
2,62100.0,44.425,44.381,27.186
1,52400.0,37.152,35.264,51.129
2,53500.0,43.564,48.819,4.337
3,39900.0,29.311,39.475,3.26
3,65700.0,60.473,48.391,14.408
2,39807.143,30.39,53.747,2.29
3,47907.143,34.393,40.254,6.654
3,44600.0,26.634,35.348,39.004
2,28609.091,19.404,34.103,7.81
0,54300.0,34.755,39.164,11.387
3,45242.857,32.959,44.76,5.427
3,51794.444,35.974,32.903,49.946
0,39542.857,27.437,40.607,32.564
1,44658.333,38.469,37.307,18.052
1,39800.0,11.966,22.486,35.007
3,35600.0,30.976,44.575,3.128
3,61600.0,42.909,37.579,32.551
2,45407.143,33.977,35.241,33.949
3,42000.0,28.736,40.368,7.347
0,43918.182,34.642,46.807,1.619
3,40550.0,34.522,47.44,4.403
1,57300.0,35.509,36.582,47.371
3,39000.0,29.153,44.468,2.049
2,33300.0,23.895,39.659,10.826
3,39400.0,33.554,44.852,4.957
0,40315.385,23.882,34.441,21.374
2,47057.576,29.919,38.652,5.537
3,34100.0,23.965,36.178,3.963
3,28550.0,13.308,30.853,87.653
2,43154.545,34.724,42.83,18.233
2,39456.522,27.688,41.119,6.698
2,57400.0,42.92,45.345,27.057
3,48693.75,37.538,47.358,7.012
2,51129.412,31.679,36.172,30.585
2,67277.273,51.603,44.296,36.098
3,34675.0,14.388,37.065,4.574
1,49953.846,18.245,35.472,84.019
3,62383.333,57.793,45.121,9.341
0,63418.182,53.618,45.514,9.439
2,40020.0,27.0,40.525,6.621
3,34500.0,21.162,36.568,9.015
2,43033.333,38.382,49.629,2.851
3,61755.556,50.971,39.027,9.158
2,52128.571,40.444,44.744,11.668
3,36100.0,23.004,45.734,4.146
2,44160.0,36.759,46.125,3.859
0,40500.0,21.248,35.576,61.226
3,43500.0,31.673,41.604,8.089
3,36550.0,27.573,36.713,18.169
2,41610.0,37.679,50.618,5.634
3,31700.0,21.66,35.576,6.414
3,41693.75,27.599,42.584,5.523
1,39900.0,29.127,37.852,8.741
0,37726.667,28.567,42.301,5.775
2,55668.0,42.949,37.401,44.311
2,43775.0,38.275,43.197,5.694
2,48235.294,37.103,45.097,6.302
3,36700.0,28.398,47.228,1.938
3,54250.0,43.583,49.76,3.104
2,42405.263,24.054,38.043,17.319
0,44671.429,38.392,55.92,3.947
2,41600.0,34.943,48.682,2.835
1,60136.842,36.365,41.521,7.837
2,57850.0,50.277,48.521,6.079
2,49556.667,43.092,45.628,6.484
3,37395.0,27.95,48.333,6.738
2,32700.0,,,
3,53776.471,47.469,37.998,8.593
3,60860.0,53.31,49.116,19.258
3,48983.333,39.75,41.338,9.891
0,50300.0,44.578,43.402,9.55
0,37800.0,27.458,37.64,11.734
2,36347.826,23.916,40.651,9.68
1,47626.316,29.113,38.41,67.261
3,49556.667,43.092,45.628,6.484
3,34400.0,19.413,36.115,48.99
0,38400.0,32.023,46.891,3.587
2,62700.0,50.301,33.425,30.596
2,32400.0,23.732,48.507,1.85
3,50060.0,43.229,33.523,42.58
3,41900.0,38.213,49.77,2.736
3,54155.556,36.159,41.031,19.218
3,33000.0,31.622,50.489,5.964
2,45026.667,29.998,36.996,28.198
3,57038.462,,,
2,51200.0,54.941,38.908,10.364
3,40425.0,32.479,45.641,5.485
3,53500.0,28.684,36.001,13.006
0,37300.0,25.606,45.098,2.586
2,39700.0,33.66,54.455,1.15
2,73200.0,55.833,43.595,33.41
3,40900.0,35.51,54.006,1.857
0,41900.0,38.213,49.77,2.736
0,38700.0,28.216,40.058,5.41
2,57300.0,48.165,44.428,6.966
0,39600.0,26.772,48.969,1.739
0,41600.0,34.943,48.682,2.835
2,40200.0,29.043,46.633,3.702
1,51794.444,31.951,37.383,46.615
0,55900.0,47.463,35.545,39.915
0,42014.286,35.115,47.699,6.58
3,43200.0,38.335,38.771,13.409
1,48100.0,36.118,43.265,10.709
3,41070.0,33.225,48.359,2.076
3,39600.0,27.213,48.171,3.6
1,55183.333,37.84,41.447,11.903
2,57931.818,39.168,39.756,15.136
2,64414.286,45.303,39.921,13.257
3,54950.0,42.772,31.825,27.481
1,52400.0,37.152,35.264,51.129
1,32150.0,24.579,43.539,4.968
1,60256.25,48.247,50.427,9.046
3,49552.174,34.932,37.351,19.104
2,68200.0,59.113,41.155,17.161
2,37100.0,19.028,35.952,10.426
3,36886.667,28.009,49.334,2.563
1,44283.333,26.964,38.974,54.058
3,40625.0,26.245,41.933,6.678
1,55447.619,34.461,39.278,21.602
0,34100.0,31.68,59.871,2.105
2,41400.0,39.019,50.917,2.049
0,46800.0,36.18,36.585,18.662
0,45600.0,41.271,49.267,6.028
0,34400.0,25.644,44.41,6.167
2,61286.667,52.895,44.793,15.459
0,51395.0,32.392,33.898,19.799
3,50600.0,23.487,36.594,54.672
2,40880.0,29.17,45.709,3.226
2,34678.571,19.911,38.879,7.105
2,41953.846,31.244,44.574,8.015
1,30109.091,13.045,31.824,8.166
1,58130.769,45.27,43.146,22.046
3,28400.0,18.991,37.906,8.855
2,43910.0,17.88,33.854,70.088
0,57241.176,45.179,46.277,4.64
2,38100.0,18.627,34.078,65.049
2,52800.0,34.362,37.208,55.444
3,35860.0,16.826,33.475,51.012
0,41300.0,35.231,52.898,3.847
3,47450.0,42.984,43.111,4.561
3,73900.0,56.564,42.149,16.985
2,49900.0,47.249,51.65,3.414
3,29787.5,12.45,33.739,73.278
3,29000.0,18.588,42.81,2.595
0,51020.0,38.676,49.666,4.045
3,35600.0,23.621,43.657,3.37
2,40700.0,19.029,33.185,66.661
3,56700.0,42.055,51.876,4.01
3,31925.0,22.482,35.894,30.828
0,48444.444,42.384,46.503,3.47
3,53338.889,41.898,47.607,4.163
3,40671.429,27.096,39.583,30.814
0,52775.0,38.854,43.743,7.161
0,48500.0,30.226,43.848,3.104
2,37320.0,21.716,36.713,27.754
3,41600.0,34.943,48.682,2.835
3,46550.0,37.398,35.314,20.905
1,33083.333,18.138,35.642,12.641
3,42000.0,28.549,37.988,2.687
0,39244.444,30.561,47.332,2.727
3,37130.435,23.927,41.473,5.179
0,24900.0,18.714,39.976,2.225
0,56900.0,53.774,48.744,8.91
0,34714.286,26.002,43.598,4.338
2,41200.0,34.804,40.598,14.85
2,32500.0,22.614,40.75,5.088
2,37100.0,25.239,41.229,8.787
3,47469.231,,,
3,51050.0,45.161,34.896,46.229
3,29000.0,28.04,45.065,2.221
2,45400.0,22.012,36.133,24.777
3,37077.778,22.852,37.245,54.091
1,25000.0,13.321,38.036,14.17
2,35975.0,15.033,38.944,4.686
3,44142.857,33.643,50.594,1.988
1,50640.0,41.214,42.255,24.352
2,39416.667,31.242,49.957,2.571
2,68200.0,53.085,49.378,6.259
3,27300.0,16.812,39.683,5.26
2,28800.0,15.025,32.819,25.534
1,53760.0,36.894,37.763,14.648
3,45088.889,38.387,48.858,4.594
2,51129.412,31.679,36.172,30.585
0,34554.545,19.106,34.248,14.824
1,56600.0,46.799,30.43,43.127
2,51305.882,37.864,46.019,10.173
3,31383.333,16.955,34.357,30.631
0,32558.333,27.664,43.893,4.317
3,47180.952,35.478,47.284,6.446
1,53760.0,36.894,37.763,14.648
2,32900.0,18.114,38.202,5.509
3,36177.778,21.587,41.756,5.222
1,42300.0,31.207,44.432,4.313
3,52325.0,35.37,39.771,16.395
3,30900.0,20.093,37.618,11.634
2,34200.0,19.679,39.352,3.2
0,24700.0,11.622,37.652,3.973
2,32011.111,16.667,36.469,3.921
3,40875.0,39.891,51.154,8.297
2,54700.0,49.676,33.634,38.255
3,47800.0,33.538,45.378,3.135
2,35650.0,21.371,37.01,41.889
2,47800.0,39.142,53.283,1.799
0,36525.0,27.415,28.514,12.736
2,44900.0,40.215,49.231,14.544
0,40480.0,37.234,46.119,2.272
1,32386.667,26.968,37.645,14.395
1,53937.5,33.145,34.647,55.434
0,34666.667,21.688,39.439,6.71
0,56095.0,46.688,46.009,5.48
0,41500.0,35.712,43.917,3.896
2,44700.0,34.797,39.168,57.81
2,43130.0,27.281,34.921,21.145
0,49040.0,48.855,40.896,13.603
2,65450.0,65.895,42.424,22.306
0,31200.0,20.328,38.083,31.801
3,61118.75,50.892,45.642,8.62
1,48237.5,41.643,36.463,19.685
0,67755.172,54.928,37.518,29.64
3,46300.0,37.253,50.769,1.458
0,45153.846,40.637,39.814,6.827
2,45600.0,29.37,42.479,29.054
2,31875.0,15.764,33.462,40.641
1,53565.517,44.008,40.46,9.855
3,56665.385,46.55,43.245,5.717
2,31085.714,16.025,35.109,31.282
0,41088.889,28.261,36.356,22.383
2,51123.529,50.935,49.264,13.426
3,36600.0,34.134,40.473,17.609
3,35780.0,27.683,53.443,2.363
3,57181.25,48.771,46.716,5.308
2,51867.857,39.773,35.412,8.444
1,32500.0,19.978,41.893,4.62
1,42600.0,30.513,41.174,19.38
0,46663.158,36.256,40.231,5.682
0,36200.0,24.159,38.309,35.577
0,51600.0,49.222,41.736,19.975
3,34700.0,23.528,38.219,17.212
3,47400.0,42.896,53.037,1.708
2,42600.0,32.899,41.619,6.941
2,71250.0,56.087,44.6,20.524
2,46075.0,,,
1,43550.0,25.919,37.432,55.506
0,41957.143,33.473,47.302,3.455
3,30071.429,11.506,30.405,59.735
3,54109.091,45.298,50.78,2.879
2,75142.857,58.184,35.534,24.467
2,50300.0,49.263,42.219,7.158
3,38400.0,28.663,42.253,3.191
2,51406.667,35.507,40.152,37.783
0,53751.852,39.505,49.855,3.049
3,45761.111,29.012,37.532,29.745
4,43150.0,28.986,34.512,22.834
3,38066.667,36.281,52.008,3.583
2,60136.842,36.365,41.521,7.837
3,42569.565,35.066,47.983,10.894
0,64750.0,44.625,43.634,36.313
2,50861.538,47.999,49.646,3.482
3,40000.0,23.774,32.004,33.325
3,52978.947,,,
0,48830.435,31.415,35.766,57.199
0,47426.667,47.481,44.219,14.599
2,56200.0,29.974,37.728,68.017
2,42700.0,35.298,46.846,4.958
2,38840.0,30.843,32.429,43.967
0,58455.556,,,
3,70652.941,57.847,33.986,20.122
0,40900.0,35.51,54.006,1.857
1,40100.0,32.473,46.389,9.773
1,57573.684,39.081,42.725,22.192
2,47900.0,47.096,52.286,6.699
3,38800.0,33.095,50.309,3.047
3,36000.0,24.661,43.726,13.631
2,38700.0,40.567,39.69,13.989
0,39600.0,28.622,40.077,4.768
2,51745.161,32.441,36.937,48.955
3,35600.0,22.12,37.386,24.761
1,58575.0,48.564,47.441,3.556
2,44900.0,23.685,33.25,55.627
2,42500.0,34.709,50.089,2.184
3,40633.333,24.846,40.782,4.687
3,33300.0,24.518,38.666,5.735
2,44300.0,34.365,46.452,4.923
3,41244.444,34.721,48.901,4.33
2,40100.0,31.284,44.75,4.117
2,34100.0,30.722,36.862,12.12
0,51200.0,36.413,42.042,22.738
0,41485.714,38.217,44.575,4.671
3,47700.0,43.26,50.275,3.531
2,34828.571,22.668,54.563,3.294
2,44347.059,29.296,41.656,9.701
0,48525.0,42.257,50.357,4.592
2,33100.0,23.627,46.844,3.071
1,31200.0,22.717,44.248,3.471
3,42422.222,43.207,51.451,3.632
2,47800.0,33.538,45.378,3.135
2,56618.182,44.381,46.968,4.671
2,38181.818,33.054,48.806,2.541
0,57540.0,47.133,41.112,9.627
3,45875.0,40.9,47.685,2.096
3,44590.476,36.562,41.885,4.424
2,42755.556,27.502,48.232,1.734
0,33300.0,20.893,39.953,4.004
2,51507.143,38.045,40.225,11.429
0,52135.714,41.777,46.696,5.423
2,53518.182,29.966,36.62,67.461
2,51000.0,31.257,38.893,8.305
0,28700.0,11.931,34.741,13.547
2,51114.286,49.642,49.579,8.54
2,53700.0,48.791,46.821,12.895
2,50700.0,43.223,47.983,3.078
2,46075.0,,,
1,36400.0,,,
0,39000.0,23.595,39.854,14.483
3,58026.316,50.358,38.74,14.508
3,54300.0,49.643,47.028,5.186
1,29500.0,19.158,42.05,25.725
2,45585.714,32.971,43.614,23.195
3,48488.889,27.911,33.891,58.907
2,66713.333,50.432,46.93,9.2
3,45800.0,22.213,33.567,73.364
3,45300.0,40.805,55.26,2.027
2,34800.0,23.298,40.372,5.363
2,44328.571,29.278,39.083,4.996
3,51900.0,36.42,35.047,27.66
0,47555.556,36.214,32.059,33.948
3,51700.0,31.261,36.797,9.389
4,45700.0,24.085,35.02,57.539
1,55262.5,54.849,47.215,15.713
3,32940.0,22.576,40.426,2.842
3,42607.692,31.348,41.723,5.14
3,40112.5,,,
3,47250.0,35.265,38.808,4.049
2,52558.333,44.31,47.757,2.581
3,49200.0,38.624,50.513,3.06
2,40600.0,38.676,47.264,2.782
3,51550.0,41.079,42.44,6.847
2,48177.273,37.489,40.399,8.225
2,53125.0,40.742,26.842,13.096
0,36112.5,26.335,40.465,2.688
1,29563.636,19.276,38.742,2.011
3,33253.333,21.703,40.812,20.996
2,48900.0,54.059,38.932,16.738
3,32700.0,20.726,35.712,45.226
0,37137.5,18.848,26.589,26.457
3,57525.926,,,
2,54100.0,43.906,44.813,7.153
2,38660.0,35.036,35.695,5.328
2,54911.765,42.84,39.117,42.873
3,42808.333,30.361,46.811,6.398
2,37455.556,26.577,42.4,2.675
1,42353.846,19.401,21.345,16.093
3,52660.0,34.064,37.198,21.358
3,48800.0,43.853,41.037,9.072
3,42014.286,35.115,47.699,6.58
3,56433.333,49.561,45.766,4.773
0,43000.0,42.203,39.791,5.883
3,33700.0,33.051,44.184,2.514
0,44160.0,36.759,46.125,3.859
0,33513.333,26.571,57.175,1.307
2,74653.846,58.254,36.677,26.583
3,50545.455,42.061,44.144,6.349
3,37130.435,23.927,41.473,5.179
3,40600.0,34.782,41.732,6.889
3,59000.0,43.171,45.407,6.623
3,32600.0,21.281,44.603,2.298
0,41400.0,33.96,41.567,11.462
2,43800.0,34.27,53.194,1.75
1,59500.0,51.627,35.847,25.938
2,33600.0,22.521,37.446,14.213
0,49200.0,33.937,34.371,38.366
3,39869.231,30.686,52.445,2.498
3,47250.0,42.804,41.935,6.5
2,53700.0,39.714,41.313,35.664
2,51437.5,35.75,46.874,20.766
3,37900.0,28.399,39.833,19.711
3,34180.0,18.92,38.738,3.006
3,55782.353,49.339,46.154,9.181
0,62127.273,50.774,46.472,14.016
0,43762.5,33.236,39.24,5.956
3,54538.095,42.616,46.678,2.974
2,30000.0,15.479,37.653,20.409
3,43900.0,40.867,42.219,3.625
2,47800.0,35.982,49.898,2.864
0,46700.0,40.162,46.77,2.991
3,53560.0,29.182,38.398,54.139
2,56957.143,47.369,50.376,5.132
2,42306.667,35.333,44.012,6.936
2,57456.25,47.589,37.344,13.144
3,35337.5,21.812,37.734,26.178
0,38841.667,27.753,52.43,2.275
2,53341.667,39.659,45.674,7.74
3,50066.667,47.987,49.304,2.54
2,43500.0,33.723,49.651,1.296
3,48166.667,35.679,38.175,9.886
0,49642.105,31.736,42.626,27.675
1,40433.333,28.193,32.721,18.718
0,42371.429,36.248,43.836,52.68
3,50692.0,40.394,39.528,16.603
2,50540.0,40.71,37.337,17.235
1,33566.667,29.436,41.023,12.52
2,49866.667,34.225,38.237,7.058
2,30100.0,18.443,47.091,4.137
2,51240.0,44.21,36.856,18.081
0,33600.0,20.881,42.321,4.019
3,49556.667,43.092,45.628,6.484
1,37800.0,26.224,45.877,6.636
2,52580.0,44.559,44.107,36.126
2,47507.692,28.301,36.02,36.539
1,50656.667,40.927,42.218,4.937
0,41000.0,35.023,39.521,39.02
3,35300.0,14.375,30.634,83.621
2,46483.333,26.213,35.213,57.586
1,45300.0,24.71,33.132,65.765
1,35860.0,23.663,37.739,19.502
3,44220.0,44.76,50.422,4.087
0,51030.0,41.334,44.765,12.755
3,44200.0,,,
1,59262.5,52.096,45.632,18.392
3,47844.444,42.401,39.965,7.83
0,37700.0,27.111,38.05,19.545
2,46900.0,45.297,43.278,10.382
2,37900.0,34.049,50.818,2.031
3,45885.714,33.475,47.806,4.642
2,42190.0,36.412,48.914,2.639
3,51395.0,32.392,33.898,19.799
3,49723.077,27.194,33.376,20.23
0,48942.857,41.615,47.213,4.829
1,53229.412,41.56,44.317,53.499
3,38300.0,27.343,42.692,4.175
0,44200.0,39.418,55.87,1.559
1,62576.923,50.849,47.144,9.19
3,43600.0,29.78,36.953,23.006
2,49712.5,27.023,35.517,59.629
3,56837.5,48.914,46.171,5.432
0,57018.182,34.117,38.752,48.683
0,39200.0,26.248,50.869,3.584
2,47933.333,43.908,51.795,4.84
2,55017.647,35.672,42.072,20.062
2,59612.5,58.049,36.648,23.676
0,35900.0,19.822,33.91,15.251
3,40200.0,13.883,22.586,28.41
2,35650.0,21.371,37.01,41.889
2,44081.818,40.242,45.415,4.77
3,51138.462,34.668,41.578,21.512
2,33350.0,28.821,47.849,1.945
4,53200.0,43.941,33.115,43.985
2,31900.0,16.658,38.069,2.659
3,60760.0,51.698,34.995,24.347
0,56646.667,47.317,42.948,25.352
0,28600.0,18.535,37.935,9.174
1,44658.333,38.469,37.307,18.052
3,46100.0,34.495,41.136,11.021
0,52135.714,41.777,46.696,5.423
3,39725.0,30.733,46.313,16.917
2,53400.0,45.643,49.312,7.265
2,43100.0,42.242,48.053,4.344
1,46700.0,36.083,40.007,12.913
0,57525.926,,,
0,31142.857,16.982,34.816,16.891
2,43700.0,37.96,40.604,28.617
2,38994.118,27.277,36.7,25.701
0,43823.81,32.581,45.778,4.523
3,49200.0,37.531,46.544,4.252
4,38300.0,29.31,35.643,51.716
3,34500.0,26.212,39.969,3.19
1,39800.0,19.862,34.322,43.696
3,47850.0,39.578,45.224,10.289
0,45950.0,21.299,37.51,32.746
3,36800.0,29.853,46.843,9.307
0,53095.455,41.712,39.672,11.938
3,46900.0,42.372,45.037,5.838
0,50500.0,30.949,34.215,56.594
1,39936.0,25.911,36.28,21.296
3,37644.444,23.138,43.592,2.955
3,63705.556,50.054,44.769,6.425
0,50900.0,44.448,33.427,35.695
3,32011.111,16.667,36.469,3.921
3,56300.0,42.388,53.055,2.236
3,49865.217,50.956,47.733,5.643
0,41990.0,,,
0,49300.0,51.034,50.687,4.574
2,30677.778,16.625,36.155,3.587
3,43000.0,34.296,44.162,3.598
1,44900.0,25.826,37.346,70.83
2,44492.857,41.269,51.812,7.912
2,58200.0,38.718,40.798,55.915
2,36971.429,22.873,45.141,2.86
2,71600.0,53.917,42.508,30.084
2,39500.0,19.448,33.223,47.875
2,36400.0,34.289,43.83,3.627
2,50000.0,37.338,46.18,2.095
3,30500.0,18.975,39.257,4.103
0,41100.0,31.364,42.043,4.409
2,42000.0,33.52,46.808,3.167
3,40704.348,33.993,41.188,6.035
0,47000.0,32.606,39.794,17.761
3,39944.444,33.389,46.211,6.05
2,41810.0,32.405,42.852,19.472
2,55200.0,47.089,42.659,18.129
0,43340.0,38.89,33.859,22.487
2,39500.0,35.316,46.545,5.313
0,30400.0,19.944,35.005,6.572
3,33300.0,23.182,43.599,8.661
0,47857.895,38.74,38.465,6.463
0,52150.0,39.738,42.39,5.615
3,48300.0,40.154,52.83,2.258
1,50100.0,41.86,36.314,43.683
3,59471.429,38.443,37.127,15.459
0,32300.0,21.442,41.78,20.924
2,57000.0,37.354,37.584,58.985
2,37689.474,28.536,40.478,3.389
3,49000.0,37.943,38.63,12.53
3,38522.222,34.892,54.627,6.649
1,57000.0,36.305,40.87,34.213
2,35200.0,26.255,43.855,21.373
2,49900.0,38.512,42.372,3.606
0,39600.0,29.331,45.318,3.306
2,54800.0,42.164,46.475,5.048
0,52000.0,33.464,44.368,6.821
3,52600.0,45.471,42.78,9.378
1,41814.286,31.321,51.318,2.357
0,61126.316,41.252,41.357,6.446
3,42586.667,38.228,48.379,3.36
3,36180.0,24.745,36.587,10.136
3,35238.462,23.666,43.193,2.14
0,38300.0,25.582,52.626,3.1
2,35600.0,23.228,36.384,38.045
3,43827.273,36.219,49.543,1.854
3,50383.333,56.897,37.895,18.389
1,44100.0,39.626,43.777,8.117
3,46922.222,43.579,47.354,6.696
2,47250.0,35.265,38.808,4.049
2,34488.889,33.613,34.81,21.998
2,50313.636,42.06,38.986,12.613
0,58509.091,49.054,48.636,8.484
3,40800.0,35.964,55.301,1.942
2,47300.0,40.207,38.695,9.283
2,47050.0,19.051,24.724,37.364
4,33300.0,22.013,41.037,6.005
2,53433.333,36.556,41.661,13.433
3,27400.0,11.918,34.004,9.186
0,41981.818,31.296,52.903,1.709
2,54258.333,44.533,45.148,4.651
3,40753.846,26.694,42.438,3.874
0,40216.667,23.833,49.457,3.399
3,42625.0,32.731,44.359,3.2
0,40700.0,40.35,47.168,3.577
0,53780.0,46.107,41.174,14.231
3,39600.0,34.533,43.735,5.26
0,48688.235,33.409,44.172,6.364
3,57000.0,42.9,36.595,18.777
3,35500.0,29.903,40.392,7.513
2,37700.0,28.543,47.141,3.383
0,52200.0,47.246,47.848,5.716
2,48314.286,42.201,51.436,2.792
3,34383.333,19.149,35.633,22.315
3,54906.667,42.508,40.768,29.732
0,53400.0,36.036,42.609,5.762
1,50631.818,34.542,40.38,27.228
0,41300.0,29.469,52.129,2.264
2,53952.941,47.019,46.685,5.04
3,51569.231,38.991,39.486,15.397
0,43471.429,26.589,40.56,4.301
2,42300.0,42.545,40.952,17.733
3,75950.0,65.66,36.327,17.289
0,48685.714,40.182,50.458,6.283
3,63137.5,47.007,38.524,29.127
3,38600.0,26.401,38.59,4.185
3,57983.333,34.682,38.529,11.103
0,52016.667,40.815,47.095,5.067
1,48900.0,34.252,42.882,20.853
3,49200.0,37.627,46.352,4.497
2,45500.0,39.097,45.852,7.051
2,55700.0,39.484,41.591,10.867
2,44781.25,36.04,43.095,5.179
1,47542.857,19.177,33.095,66.493
0,37200.0,30.748,40.453,7.69
0,41900.0,26.002,40.246,6.144
0,40200.0,22.492,39.529,27.297
3,47116.667,50.335,41.239,10.248
0,44028.571,31.64,24.721,12.618
0,39363.636,31.835,58.64,1.801
3,55637.037,48.058,40.321,12.866
0,51600.0,49.217,49.802,2.314
3,33784.615,20.592,34.557,18.537
3,52600.0,42.105,45.817,4.061
3,71800.0,64.621,32.189,23.974
0,42300.0,31.036,42.398,10.734
2,59272.727,39.729,42.672,13.127
3,54100.0,47.748,53.231,4.19
0,59340.0,47.309,43.8,9.377
0,36886.667,28.009,49.334,2.563
2,48088.889,31.86,30.409,67.287
1,46000.0,36.048,47.764,12.211
2,47400.0,48.887,43.667,15.67
2,40200.0,31.786,28.656,62.075
1,55275.0,51.539,33.394,43.92
1,47191.667,33.083,42.702,5.479
3,53321.739,41.151,40.356,7.6
3,41535.294,26.795,43.409,2.186
3,44800.0,35.193,47.792,2.103
2,43183.333,36.202,56.333,3.897
2,65014.286,45.047,47.11,15.633
0,39363.636,31.835,58.64,1.801
3,40700.0,29.362,41.983,4.704
1,34388.462,29.738,48.044,4.875
2,40200.0,29.881,48.284,1.494
1,49008.0,31.136,37.541,10.763
3,56328.571,40.05,38.246,9.452
3,48500.0,30.226,43.848,3.104
2,66600.0,63.914,35.596,32.107
3,38400.0,28.663,42.253,3.191
1,45147.059,24.689,32.706,58.888
0,56272.727,44.422,48.561,3.8
0,41600.0,35.693,45.37,3.657
0,42387.5,30.795,37.422,3.323
3,48237.5,41.643,36.463,19.685
0,36620.0,24.599,43.153,3.532
2,53500.0,51.489,38.341,31.042
0,63700.0,43.424,44.976,3.966
0,47400.0,48.887,43.667,15.67
2,41200.0,,,
2,61700.0,42.708,38.818,28.001
2,67507.692,51.442,44.404,17.095
1,41300.0,29.326,40.488,5.433
1,32400.0,28.89,36.966,4.433
1,29600.0,18.72,39.708,21.696
0,46930.435,38.475,44.824,3.495
2,32437.5,27.111,40.717,3.173
0,30900.0,15.429,32.665,54.768
3,55712.5,57.288,46.393,10.648
2,43536.842,34.371,44.361,4.037
